user_id,age,gender,city,area,registration_date,membership_type,acquisition_channel
U04264,40,Male,Bengaluru,Yelahanka,2025-03-24,Basic,Referral
U04265,28,Male,Mumbai,Thane,2026-07-21,Basic,YouTube
U04266,35,Female,Hyderabad,Madhapur,2026-04-28,Basic,YouTube
U04267,42,Male,Mumbai,Thane,2025-11-21,Premium,Google
U04268,42,Male,Bengaluru,Yelahanka,2026-02-23,Basic,Referral
U04269,36,Female,Pune,Baner,2025-02-20,Premium,College/Community
U04270,30,Female,Chennai,Velachery,2025-01-27,Premium,Google
U04271,41,Male,Mumbai,Powai,2026-06-29,Premium,College/Community
U04272,28,Male,Chennai,Velachery,2025-03-03,Basic,Referral
U04273,37,Female,Bengaluru,HSR Layout,2025-06-20,Premium,Google
U04274,36,Male,Hyderabad,Madhapur,2025-10-13,Pro,Referral
U04275,34,Female,Mumbai,Powai,2025-04-27,Premium,Google
U04276,22,Male,Hyderabad,Kondapur,2025-01-04,Premium,College/Community
U04277,30,Male,Bengaluru,Marathahalli,2025-03-07,Premium,Referral
U04278,44,Male,Bengaluru,Koramangala,2025-03-01,Basic,College/Community
U04279,37,Female,Bengaluru,Yelahanka,2026-05-17,Premium,Referral
U04280,18,Female,Bengaluru,Whitefield,2025-08-17,Premium,Referral
U04281,27,Male,Bengaluru,Koramangala,2025-04-10,Premium,Other
U04282,25,Female,Mumbai,Powai,2025-04-29,Premium,Instagram
U04283,41,Female,Bengaluru,Marathahalli,2025-03-10,Basic,YouTube
U04284,25,Female,Bengaluru,Electronic City,2025-08-09,Basic,Instagram
U04285,36,Female,Hyderabad,Kukatpally,2025-08-11,Basic,College/Community
U04286,23,Male,Hyderabad,Gachibowli,2026-05-19,Basic,Referral
U04287,29,Male,Pune,Baner,2025-07-30,Basic,Other
U04288,45,Female,Hyderabad,Banjara Hills,2026-07-29,Basic,College/Community
U04289,24,Female,Bengaluru,Koramangala,2025-09-19,Basic,Instagram
U04290,33,Male,Pune,Baner,2026-06-02,Premium,Instagram
U04291,26,Male,Hyderabad,Gachibowli,2025-09-05,Basic,Referral
U04292,38,Other,Bengaluru,Whitefield,2025-09-14,Basic,Referral
U04293,42,Male,Hyderabad,Gachibowli,2025-03-04,Basic,Instagram
U04294,39,Male,Chennai,Adyar,2026-01-27,Basic,Instagram
U04295,27,Male,Bengaluru,Yelahanka,2026-06-24,Basic,Referral
U04296,27,Female,Bengaluru,HSR Layout,2026-02-21,Basic,Instagram
U04297,27,Male,Bengaluru,Whitefield,2025-02-22,Pro,College/Community
U04298,37,Male,Bengaluru,Marathahalli,2025-02-07,Basic,College/Community
U04299,33,Male,Hyderabad,Kukatpally,2025-11-04,Premium,YouTube
U04300,18,Female,Hyderabad,Kondapur,2025-02-22,Premium,Instagram
U04301,34,Female,Bengaluru,Yelahanka,2026-03-28,Pro,Instagram
U04302,43,Female,Chennai,T Nagar,2026-04-06,Basic,Referral
U04303,38,Male,Pune,Kothrud,2026-05-01,Basic,Other
U04304,31,Female,Hyderabad,Kukatpally,2025-05-17,Basic,Google
U04305,36,Female,Pune,Hinjewadi,2026-01-07,Basic,Google
U04306,38,Female,Bengaluru,Koramangala,2025-09-13,Basic,Instagram
U04307,38,Female,Hyderabad,Kondapur,2026-01-30,Premium,YouTube
U04308,34,Male,Mumbai,Bandra,2025-02-06,Basic,Referral
U04309,31,Female,Pune,Baner,2025-05-27,Basic,Instagram
U04310,25,Female,Pune,Wakad,2025-01-08,Basic,Google
U04311,38,Female,Bengaluru,Electronic City,2025-09-08,Pro,Referral
U04312,38,Male,Chennai,T Nagar,2026-07-25,Premium,Referral
U04313,26,Male,Bengaluru,HSR Layout,2026-03-23,Basic,YouTube
U04314,25,Female,Pune,Wakad,2025-09-20,Basic,College/Community
U04315,30,Male,Chennai,Adyar,2026-03-15,Basic,YouTube
U04316,34,Male,Bengaluru,HSR Layout,2025-09-16,Premium,Referral
U04317,36,Female,Mumbai,Borivali,2025-11-19,Premium,College/Community
U04318,45,Male,Bengaluru,HSR Layout,2026-06-14,Basic,College/Community
U04319,24,Male,Bengaluru,Whitefield,2025-10-28,Basic,Google
U04320,34,Female,Hyderabad,Gachibowli,2026-04-30,Premium,Instagram
U04321,18,Male,Hyderabad,Madhapur,2025-04-02,Premium,College/Community
U04322,22,Male,Chennai,T Nagar,2025-06-13,Pro,Instagram
U04323,42,Male,Mumbai,Bandra,2025-12-01,Basic,Other
U04324,23,Male,Hyderabad,Kukatpally,2025-11-11,Basic,Instagram
U04325,43,Male,Pune,Baner,2025-08-26,Basic,Other
U04326,19,Male,Chennai,Adyar,2025-03-24,Basic,Referral
U04327,44,Male,Bengaluru,Whitefield,2025-04-19,Premium,YouTube
U04328,42,Male,Chennai,OMR,2025-06-27,Premium,Google
U04329,33,Male,Bengaluru,Yelahanka,2025-09-07,Basic,Other
U04330,39,Female,Pune,Hinjewadi,2026-07-21,Basic,Instagram
U04331,22,Male,Bengaluru,Marathahalli,2025-04-01,Basic,Google
U04332,22,Female,Bengaluru,Marathahalli,2025-12-05,Pro,Instagram
U04333,29,Male,Hyderabad,Banjara Hills,2025-06-18,Basic,Other
U04334,20,Female,Mumbai,Bandra,2025-05-19,Basic,Google
U04335,33,Female,Bengaluru,Yelahanka,2026-06-01,Basic,YouTube
U04336,23,Male,Bengaluru,Electronic City,2026-08-01,Basic,YouTube
U04337,32,Male,Hyderabad,Kondapur,2025-07-03,Premium,College/Community
U04338,32,Male,Chennai,T Nagar,2025-06-19,Premium,Referral
U04339,33,Female,Bengaluru,Marathahalli,2025-12-28,Basic,Referral
U04340,37,Male,Bengaluru,Koramangala,2025-09-01,Premium,YouTube
U04341,30,Female,Hyderabad,Madhapur,2025-05-18,Basic,YouTube
U04342,29,Male,Bengaluru,Koramangala,2025-01-28,Pro,Instagram
U04343,27,Male,Pune,Hinjewadi,2026-06-03,Basic,Instagram
U04344,31,Female,Pune,Wakad,2026-02-02,Basic,Instagram
U04345,19,Female,Hyderabad,Gachibowli,2025-11-29,Basic,Google
U04346,20,Male,Bengaluru,Marathahalli,2025-11-13,Basic,Referral
U04347,26,Female,Pune,Wakad,2026-07-17,Basic,Referral
U04348,28,Male,Hyderabad,Kondapur,2026-03-02,Premium,Other
U04349,28,Male,Pune,Wakad,2025-05-16,Premium,Google
U04350,42,Female,Mumbai,Thane,2025-09-24,Basic,YouTube
U04351,39,Female,Pune,Hinjewadi,2025-04-17,Premium,Referral
U04352,27,Male,Hyderabad,Banjara Hills,2026-07-14,Basic,Instagram
U04353,43,Male,Bengaluru,Marathahalli,2025-05-18,Premium,Referral
U04354,31,Female,Chennai,Anna Nagar,2025-02-16,Basic,Other
U04355,26,Male,Hyderabad,Kondapur,2026-01-03,Premium,Instagram
U04356,37,Female,Mumbai,Andheri,2025-01-06,Basic,Referral
U04357,44,Male,Bengaluru,HSR Layout,2026-06-07,Basic,Instagram
U04358,38,Male,Mumbai,Bandra,2026-06-13,Basic,Google
U04359,27,Female,Hyderabad,Madhapur,2025-09-29,Basic,Referral
U04360,39,Male,Bengaluru,Indiranagar,2025-03-07,Premium,College/Community
U04361,26,Other,Bengaluru,Whitefield,2026-02-24,Basic,YouTube
U04362,22,Female,Mumbai,Borivali,2025-12-05,Basic,Google
U04363,25,Female,Pune,Hinjewadi,2026-05-13,Basic,College/Community
U04364,28,Male,Hyderabad,Banjara Hills,2026-04-14,Basic,Google
U04365,18,Female,Bengaluru,Electronic City,2025-11-27,Premium,YouTube
U04366,38,Female,Mumbai,Thane,2025-05-11,Basic,Referral
U04367,27,Male,Bengaluru,Jayanagar,2026-06-14,Premium,College/Community
U04368,18,Male,Hyderabad,Kukatpally,2026-03-14,Basic,YouTube
U04369,43,Male,Bengaluru,HSR Layout,2025-08-31,Premium,College/Community
U04370,39,Other,Bengaluru,Yelahanka,2026-04-08,Pro,Instagram
U04371,24,Female,Bengaluru,Marathahalli,2025-12-16,Premium,Referral
U04372,45,Female,Bengaluru,Electronic City,2025-01-17,Premium,YouTube
U04373,31,Female,Bengaluru,Koramangala,2026-04-11,Basic,YouTube
U04374,22,Male,Bengaluru,Marathahalli,2025-12-29,Pro,Referral
U04375,34,Male,Hyderabad,Kondapur,2025-07-29,Premium,Instagram
U04376,39,Male,Hyderabad,Kukatpally,2026-06-09,Pro,Google
U04377,43,Male,Bengaluru,Jayanagar,2026-02-24,Premium,Google
U04378,38,Male,Pune,Wakad,2025-05-13,Premium,College/Community
U04379,23,Female,Bengaluru,Electronic City,2025-01-14,Basic,College/Community
U04380,33,Other,Hyderabad,Gachibowli,2025-02-13,Basic,Instagram
U04381,28,Male,Bengaluru,Electronic City,2026-01-12,Basic,Other
U04382,27,Female,Bengaluru,Koramangala,2025-10-22,Premium,Instagram
U04383,32,Female,Hyderabad,Madhapur,2026-01-31,Basic,Google
U04384,24,Male,Hyderabad,Madhapur,2025-04-14,Basic,Instagram
U04385,40,Female,Pune,Hinjewadi,2026-03-21,Basic,College/Community
U04386,19,Male,Hyderabad,Madhapur,2025-03-03,Basic,YouTube
U04387,29,Female,Chennai,Anna Nagar,2026-07-19,Premium,Google
U04388,36,Female,Bengaluru,Jayanagar,2026-02-16,Premium,YouTube
U04389,29,Female,Bengaluru,Electronic City,2025-11-17,Basic,Instagram
U04390,33,Male,Bengaluru,HSR Layout,2025-05-11,Basic,Google
U04391,23,Male,Bengaluru,Electronic City,2025-07-18,Basic,Google
U04392,20,Male,Hyderabad,Gachibowli,2025-02-05,Basic,Instagram
U04393,19,Female,Mumbai,Bandra,2025-08-04,Basic,College/Community
U04394,37,Female,Bengaluru,Jayanagar,2026-08-09,Basic,YouTube
U04395,22,Male,Chennai,Velachery,2025-11-02,Basic,Google
U04396,28,Female,Pune,Baner,2026-07-21,Basic,Instagram
U04397,43,Male,Bengaluru,Whitefield,2025-01-12,Premium,Instagram
U04398,42,Male,Bengaluru,Marathahalli,2025-03-24,Basic,Google
U04399,20,Female,Bengaluru,Indiranagar,2025-02-01,Basic,Referral
U04400,20,Female,Bengaluru,Marathahalli,2026-02-12,Basic,Google
U04401,39,Male,Bengaluru,Marathahalli,2025-03-27,Pro,YouTube
U04402,22,Male,Hyderabad,Kondapur,2026-02-15,Basic,Google
U04403,39,Male,Bengaluru,Electronic City,2026-07-17,Basic,Google
U04404,40,Male,Bengaluru,Marathahalli,2025-09-13,Basic,Other
U04405,28,Female,Chennai,Velachery,2025-08-29,Premium,Google
U04406,20,Female,Mumbai,Thane,2026-03-28,Premium,Google
U04407,30,Male,Chennai,T Nagar,2025-01-01,Premium,Google
U04408,38,Male,Bengaluru,Indiranagar,2025-10-09,Basic,Instagram
U04409,25,Female,Bengaluru,Electronic City,2026-08-22,Premium,Instagram
U04410,37,Female,Hyderabad,Banjara Hills,2026-05-29,Premium,Google
U04411,27,Female,Bengaluru,Jayanagar,2025-04-29,Basic,College/Community
U04412,19,Male,Bengaluru,Yelahanka,2026-05-20,Premium,YouTube
U04413,21,Female,Mumbai,Thane,2025-03-21,Basic,YouTube
U04414,35,Male,Mumbai,Thane,2025-08-07,Basic,Google
U04415,36,Female,Bengaluru,Yelahanka,2026-06-01,Premium,Referral
U04416,21,Female,Hyderabad,Kukatpally,2026-04-11,Premium,Google
U04417,37,Male,Bengaluru,HSR Layout,2026-06-02,Basic,Instagram
U04418,43,Male,Bengaluru,Jayanagar,2026-05-17,Basic,Google
U04419,26,Male,Bengaluru,Marathahalli,2025-02-27,Premium,Referral
U04420,33,Male,Bengaluru,Jayanagar,2025-12-03,Basic,Instagram
U04421,43,Male,Bengaluru,Electronic City,2026-05-25,Basic,Instagram
U04422,23,Female,Chennai,OMR,2026-03-02,Basic,Google
U04423,42,Male,Hyderabad,Gachibowli,2026-07-14,Pro,Google
U04424,21,Female,Mumbai,Bandra,2026-01-05,Pro,Google
U04425,26,Female,Bengaluru,Indiranagar,2026-02-15,Basic,Instagram
U04426,44,Other,Bengaluru,Jayanagar,2026-03-08,Basic,Instagram
U04427,30,Male,Bengaluru,Whitefield,2025-07-15,Basic,Google
U04428,26,Male,Bengaluru,Electronic City,2026-01-12,Basic,Instagram
U04429,23,Male,Bengaluru,Whitefield,2025-12-31,Premium,Google
U04430,38,Male,Pune,Wakad,2026-02-09,Basic,Instagram
U04431,36,Female,Mumbai,Bandra,2026-05-07,Basic,YouTube
U04432,31,Male,Hyderabad,Kondapur,2025-03-07,Premium,Google
U04433,38,Male,Hyderabad,Gachibowli,2026-01-26,Basic,Google
U04434,32,Male,Chennai,T Nagar,2025-03-24,Basic,Instagram
U04435,20,Female,Bengaluru,Marathahalli,2026-04-26,Basic,Instagram
U04436,22,Male,Bengaluru,Jayanagar,2025-08-17,Premium,Instagram
U04437,38,Male,Bengaluru,Koramangala,2025-08-13,Basic,Other
U04438,35,Male,Pune,Hinjewadi,2025-04-23,Basic,College/Community
U04439,31,Male,Chennai,Adyar,2025-07-04,Basic,Instagram
U04440,33,Female,Bengaluru,Jayanagar,2026-05-27,Pro,Referral
U04441,31,Male,Pune,Hinjewadi,2025-06-22,Basic,Google
U04442,26,Female,Pune,Kothrud,2026-06-07,Pro,Instagram
U04443,32,Male,Bengaluru,Jayanagar,2025-07-24,Premium,YouTube
U04444,24,Male,Bengaluru,Marathahalli,2026-06-22,Premium,Instagram
U04445,31,Male,Bengaluru,Electronic City,2025-11-15,Basic,Google
U04446,23,Male,Chennai,OMR,2025-06-08,Basic,Referral
U04447,38,Female,Bengaluru,Jayanagar,2025-10-05,Basic,Referral
U04448,32,Male,Pune,Viman Nagar,2025-05-28,Basic,Other
U04449,37,Female,Bengaluru,Whitefield,2025-03-24,Pro,YouTube
U04450,25,Male,Mumbai,Bandra,2026-02-23,Basic,YouTube
U04451,19,Other,Hyderabad,Banjara Hills,2026-06-22,Basic,Google
U04452,25,Female,Hyderabad,Gachibowli,2026-08-06,Basic,Instagram
U04453,18,Female,Pune,Wakad,2026-07-03,Premium,YouTube
U04454,43,Male,Pune,Wakad,2026-01-27,Basic,Other
U04455,34,Other,Pune,Viman Nagar,2025-05-13,Basic,Google
U04456,36,Other,Bengaluru,Jayanagar,2025-08-30,Basic,Other
U04457,22,Male,Mumbai,Borivali,2026-03-27,Premium,Instagram
U04458,39,Male,Bengaluru,Marathahalli,2025-07-19,Basic,Google
U04459,37,Male,Bengaluru,Koramangala,2025-04-27,Basic,Instagram
U04460,33,Male,Hyderabad,Kukatpally,2025-08-07,Basic,Referral
U04461,24,Male,Bengaluru,HSR Layout,2025-11-01,Pro,YouTube
U04462,24,Male,Hyderabad,Kondapur,2025-08-31,Basic,Google
U04463,35,Female,Chennai,Velachery,2025-10-19,Premium,College/Community
U04464,35,Male,Bengaluru,Indiranagar,2025-10-28,Premium,Referral
U04465,19,Female,Mumbai,Andheri,2026-01-23,Basic,Google
U04466,32,Male,Bengaluru,Indiranagar,2026-08-11,Basic,YouTube
U04467,31,Female,Bengaluru,Indiranagar,2025-07-28,Basic,Instagram
U04468,35,Male,Bengaluru,Whitefield,2025-11-10,Basic,YouTube
U04469,26,Female,Chennai,T Nagar,2025-01-26,Basic,Instagram
U04470,31,Male,Pune,Baner,2025-03-20,Basic,Google
U04471,22,Male,Chennai,Adyar,2025-05-08,Basic,Referral
U04472,28,Female,Chennai,Velachery,2026-02-17,Basic,College/Community
U04473,25,Male,Bengaluru,HSR Layout,2025-05-17,Premium,Referral
U04474,22,Male,Bengaluru,Koramangala,2025-11-30,Premium,Referral
U04475,28,Male,Mumbai,Powai,2026-07-02,Basic,YouTube
U04476,22,Female,Hyderabad,Gachibowli,2026-01-23,Basic,Google
U04477,34,Male,Bengaluru,Whitefield,2026-07-25,Premium,College/Community
U04478,39,Female,Bengaluru,Jayanagar,2025-08-18,Premium,Google
U04479,21,Male,Hyderabad,Madhapur,2026-02-25,Pro,Instagram
U04480,32,Male,Hyderabad,Gachibowli,2025-05-04,Basic,Google
U04481,36,Female,Bengaluru,Yelahanka,2025-03-29,Basic,Instagram
U04482,39,Male,Hyderabad,Madhapur,2025-05-21,Basic,Instagram
U04483,19,Female,Hyderabad,Banjara Hills,2025-02-20,Premium,Google
U04484,41,Male,Hyderabad,Banjara Hills,2026-07-21,Basic,Instagram
U04485,34,Male,Bengaluru,Jayanagar,2026-02-09,Basic,Referral
U04486,29,Male,Mumbai,Powai,2025-12-03,Basic,Referral
U04487,42,Male,Bengaluru,Yelahanka,2026-01-01,Premium,Referral
U04488,41,Female,Bengaluru,Marathahalli,2025-09-15,Basic,Google
U04489,34,Female,Pune,Viman Nagar,2026-01-23,Basic,YouTube
U04490,27,Male,Hyderabad,Gachibowli,2025-02-14,Premium,Instagram
U04491,45,Male,Bengaluru,Koramangala,2025-09-26,Premium,Referral
U04492,42,Male,Mumbai,Thane,2025-11-07,Basic,Google
U04493,35,Female,Hyderabad,Madhapur,2025-10-05,Pro,Referral
U04494,36,Female,Pune,Wakad,2026-04-20,Basic,Google
U04495,35,Male,Mumbai,Thane,2026-07-21,Basic,YouTube
U04496,30,Male,Mumbai,Bandra,2025-05-25,Pro,College/Community
U04497,31,Male,Hyderabad,Banjara Hills,2025-08-23,Basic,YouTube
U04498,41,Female,Bengaluru,Electronic City,2025-05-16,Basic,Instagram
U04499,33,Female,Bengaluru,Yelahanka,2026-03-21,Basic,Google
U04500,35,Male,Bengaluru,Marathahalli,2025-12-19,Basic,College/Community
U04501,43,Male,Hyderabad,Gachibowli,2026-01-29,Basic,Google
U04502,35,Male,Hyderabad,Gachibowli,2025-10-02,Basic,Other
U04503,33,Female,Bengaluru,HSR Layout,2026-01-19,Basic,Google
U04504,34,Female,Bengaluru,Jayanagar,2025-11-19,Premium,Other
U04505,24,Male,Hyderabad,Gachibowli,2025-07-02,Basic,Other
U04506,29,Female,Bengaluru,Indiranagar,2026-07-27,Basic,Referral
U04507,19,Male,Mumbai,Bandra,2026-03-16,Basic,Instagram
U04508,27,Male,Bengaluru,Yelahanka,2025-03-04,Premium,Google
U04509,22,Female,Hyderabad,Banjara Hills,2025-02-03,Premium,College/Community
U04510,38,Male,Chennai,Velachery,2026-04-22,Premium,College/Community
U04511,20,Female,Bengaluru,Jayanagar,2025-03-28,Basic,Instagram
U04512,36,Male,Hyderabad,Madhapur,2025-07-29,Basic,Google
U04513,30,Male,Bengaluru,HSR Layout,2026-04-07,Basic,College/Community
U04514,29,Female,Mumbai,Bandra,2025-03-22,Basic,Referral
U04515,20,Male,Hyderabad,Gachibowli,2025-11-18,Basic,College/Community
U04516,23,Male,Bengaluru,Jayanagar,2026-02-19,Pro,College/Community
U04517,31,Other,Hyderabad,Banjara Hills,2025-07-09,Basic,College/Community
U04518,21,Male,Chennai,OMR,2025-08-21,Pro,Instagram
U04519,30,Male,Bengaluru,Jayanagar,2026-01-27,Basic,Instagram
U04520,36,Female,Bengaluru,Yelahanka,2025-06-18,Pro,Instagram
U04521,35,Male,Pune,Viman Nagar,2026-03-19,Basic,Other
U04522,20,Male,Hyderabad,Banjara Hills,2025-06-17,Pro,Referral
U04523,37,Female,Chennai,Velachery,2025-08-19,Basic,Instagram
U04524,23,Male,Hyderabad,Kondapur,2025-05-30,Pro,Google
U04525,33,Other,Pune,Kothrud,2026-07-04,Basic,Google
U04526,37,Male,Hyderabad,Madhapur,2026-01-21,Basic,College/Community
U04527,41,Female,Mumbai,Borivali,2026-01-16,Basic,YouTube
U04528,20,Male,Chennai,Adyar,2025-10-02,Basic,YouTube
U04529,29,Male,Hyderabad,Kukatpally,2025-03-03,Premium,Instagram
U04530,36,Female,Bengaluru,Electronic City,2026-04-12,Pro,College/Community
U04531,36,Male,Bengaluru,Whitefield,2026-06-12,Basic,Instagram
U04532,41,Female,Bengaluru,Indiranagar,2025-05-30,Premium,Referral
U04533,21,Male,Bengaluru,Yelahanka,2025-05-22,Basic,Instagram
U04534,18,Female,Bengaluru,Marathahalli,2025-04-26,Premium,Instagram
U04535,19,Male,Hyderabad,Gachibowli,2025-03-06,Basic,Instagram
U04536,30,Female,Hyderabad,Kondapur,2026-03-05,Premium,Referral
U04537,43,Female,Hyderabad,Banjara Hills,2025-11-06,Basic,Referral
U04538,30,Male,Mumbai,Andheri,2026-03-06,Premium,Instagram
U04539,19,Male,Bengaluru,Koramangala,2025-06-10,Basic,Google
U04540,36,Male,Bengaluru,Yelahanka,2025-11-02,Basic,College/Community
U04541,39,Male,Bengaluru,Indiranagar,2025-12-27,Basic,Instagram
U04542,41,Female,Hyderabad,Gachibowli,2025-10-05,Basic,Instagram
U04543,33,Male,Bengaluru,Indiranagar,2025-10-23,Basic,Google
U04544,29,Female,Bengaluru,Marathahalli,2026-07-05,Basic,College/Community
U04545,18,Male,Bengaluru,Whitefield,2025-06-18,Premium,Google
U04546,26,Female,Pune,Baner,2026-04-04,Basic,Other
U04547,34,Male,Bengaluru,Koramangala,2026-08-03,Premium,Google
U04548,27,Female,Mumbai,Borivali,2025-01-07,Basic,Google
U04549,35,Male,Mumbai,Bandra,2026-08-20,Basic,Instagram
U04550,36,Male,Pune,Hinjewadi,2025-05-12,Basic,YouTube
U04551,24,Female,Chennai,Anna Nagar,2026-08-11,Basic,Instagram
U04552,42,Male,Bengaluru,Whitefield,2025-12-13,Basic,Referral
U04553,36,Male,Bengaluru,Electronic City,2026-08-19,Basic,Instagram
U04554,41,Female,Pune,Hinjewadi,2025-09-10,Basic,Google
U04555,32,Female,Hyderabad,Kondapur,2026-02-14,Premium,College/Community
U04556,26,Male,Hyderabad,Madhapur,2026-06-27,Basic,YouTube
U04557,27,Male,Mumbai,Andheri,2025-12-21,Basic,Instagram
U04558,40,Female,Mumbai,Thane,2026-07-18,Premium,Referral
U04559,37,Male,Chennai,OMR,2026-01-03,Premium,Referral
U04560,37,Female,Chennai,Anna Nagar,2026-08-07,Basic,Instagram
U04561,21,Female,Mumbai,Andheri,2026-05-26,Premium,Google
U04562,23,Female,Bengaluru,Whitefield,2026-06-17,Pro,Google
U04563,21,Male,Pune,Baner,2026-06-12,Basic,Google
U04564,22,Female,Bengaluru,Jayanagar,2026-06-12,Basic,YouTube
U04565,26,Male,Bengaluru,Koramangala,2026-02-06,Pro,Instagram
U04566,29,Female,Chennai,Anna Nagar,2025-06-24,Basic,Instagram
U04567,40,Male,Bengaluru,Marathahalli,2025-03-19,Basic,Google
U04568,25,Female,Bengaluru,Marathahalli,2026-03-16,Basic,Other
U04569,38,Male,Bengaluru,HSR Layout,2026-07-03,Premium,YouTube
U04570,22,Male,Pune,Baner,2025-08-20,Pro,Instagram
U04571,28,Male,Hyderabad,Banjara Hills,2026-02-04,Premium,Google
U04572,40,Male,Mumbai,Bandra,2025-08-01,Pro,Google
U04573,28,Male,Bengaluru,Jayanagar,2025-07-12,Basic,Referral
U04574,30,Male,Pune,Wakad,2026-07-26,Basic,Google
U04575,31,Male,Pune,Hinjewadi,2025-09-24,Basic,Other
U04576,45,Female,Bengaluru,Indiranagar,2025-05-06,Pro,Instagram
U04577,25,Male,Bengaluru,Whitefield,2026-01-17,Basic,Referral
U04578,42,Male,Bengaluru,Marathahalli,2026-06-28,Basic,YouTube
U04579,35,Female,Chennai,Adyar,2026-05-17,Basic,College/Community
U04580,36,Female,Mumbai,Andheri,2026-02-07,Basic,Google
U04581,29,Male,Chennai,Anna Nagar,2025-09-18,Basic,YouTube
U04582,29,Male,Bengaluru,Indiranagar,2026-01-22,Basic,Google
U04583,35,Male,Pune,Kothrud,2026-02-16,Pro,Google
U04584,27,Female,Pune,Viman Nagar,2025-12-12,Basic,College/Community
U04585,24,Female,Mumbai,Powai,2025-04-04,Premium,Other
U04586,45,Female,Chennai,Adyar,2025-11-24,Basic,YouTube
U04587,35,Male,Bengaluru,Indiranagar,2025-04-10,Basic,Google
U04588,29,Female,Bengaluru,Indiranagar,2026-04-06,Basic,College/Community
U04589,31,Male,Mumbai,Borivali,2025-11-11,Premium,Instagram
U04590,32,Male,Mumbai,Andheri,2025-01-25,Basic,Instagram
U04591,33,Male,Hyderabad,Gachibowli,2026-05-09,Premium,Referral
U04592,19,Male,Bengaluru,Indiranagar,2025-12-19,Premium,Google
U04593,35,Female,Hyderabad,Banjara Hills,2025-04-27,Basic,Other
U04594,29,Female,Bengaluru,Marathahalli,2025-07-18,Basic,Google
U04595,33,Female,Hyderabad,Gachibowli,2025-10-06,Premium,Google
U04596,30,Male,Mumbai,Powai,2026-08-05,Basic,YouTube
U04597,37,Other,Mumbai,Borivali,2025-03-20,Basic,YouTube
U04598,34,Female,Bengaluru,Koramangala,2026-02-28,Basic,Referral
U04599,35,Male,Bengaluru,Marathahalli,2025-12-20,Basic,Instagram
U04600,20,Female,Bengaluru,Whitefield,2026-06-10,Pro,YouTube
U04601,40,Female,Bengaluru,Koramangala,2026-06-25,Basic,Google
U04602,27,Male,Pune,Baner,2026-04-22,Basic,Instagram
U04603,18,Female,Chennai,Adyar,2025-01-10,Basic,Referral
U04604,23,Female,Bengaluru,Indiranagar,2026-07-13,Premium,Instagram
U04605,20,Female,Pune,Baner,2026-05-18,Premium,Other
U04606,36,Female,Chennai,Adyar,2025-09-17,Pro,Referral
U04607,21,Male,Pune,Baner,2026-06-08,Premium,Other
U04608,37,Female,Bengaluru,Yelahanka,2026-08-19,Basic,Google
U04609,40,Female,Chennai,T Nagar,2025-01-06,Basic,Other
U04610,20,Male,Bengaluru,Koramangala,2025-02-04,Basic,Instagram
U04611,25,Male,Bengaluru,Marathahalli,2025-06-24,Premium,Instagram
U04612,25,Female,Bengaluru,Marathahalli,2026-03-18,Premium,Instagram
U04613,44,Male,Hyderabad,Gachibowli,2026-07-31,Pro,Google
U04614,24,Female,Bengaluru,Yelahanka,2025-05-27,Basic,Instagram
U04615,19,Female,Bengaluru,HSR Layout,2026-07-23,Basic,Referral
U04616,38,Male,Bengaluru,Electronic City,2025-07-12,Basic,Google
U04617,23,Male,Pune,Wakad,2025-01-13,Basic,Google
U04618,45,Male,Pune,Baner,2026-06-14,Basic,Referral
U04619,33,Male,Bengaluru,Electronic City,2025-09-03,Basic,Instagram
U04620,27,Female,Pune,Wakad,2025-04-24,Basic,YouTube
U04621,21,Male,Pune,Kothrud,2025-08-21,Basic,Referral
U04622,30,Male,Pune,Viman Nagar,2025-11-18,Premium,College/Community
U04623,27,Female,Bengaluru,Yelahanka,2026-06-22,Basic,Google
U04624,38,Female,Mumbai,Borivali,2025-05-06,Basic,Other
U04625,31,Male,Chennai,T Nagar,2025-11-09,Basic,Referral
U04626,26,Female,Mumbai,Thane,2026-05-26,Basic,Other
U04627,28,Male,Bengaluru,Indiranagar,2026-04-29,Pro,Instagram
U04628,40,Female,Hyderabad,Kukatpally,2025-10-08,Basic,YouTube
U04629,35,Male,Mumbai,Thane,2025-10-10,Pro,College/Community
U04630,28,Male,Hyderabad,Madhapur,2026-01-27,Basic,Instagram
U04631,34,Female,Bengaluru,HSR Layout,2026-06-07,Basic,Referral
U04632,19,Male,Bengaluru,Whitefield,2026-01-17,Basic,College/Community
U04633,20,Male,Pune,Kothrud,2025-08-04,Basic,Referral
U04634,28,Female,Pune,Kothrud,2026-06-26,Basic,Instagram
U04635,35,Female,Bengaluru,HSR Layout,2025-04-26,Premium,YouTube
U04636,44,Male,Chennai,Adyar,2026-05-24,Basic,Instagram
U04637,20,Female,Bengaluru,Yelahanka,2026-05-15,Basic,College/Community
U04638,43,Female,Mumbai,Bandra,2025-09-28,Basic,Instagram
U04639,32,Female,Pune,Baner,2026-03-16,Basic,Instagram
U04640,28,Male,Pune,Baner,2025-10-18,Pro,Google
U04641,28,Female,Chennai,Velachery,2025-02-08,Premium,Referral
U04642,45,Female,Bengaluru,Whitefield,2025-01-24,Basic,Other
U04643,45,Female,Pune,Hinjewadi,2025-02-12,Basic,Instagram
U04644,42,Male,Bengaluru,Indiranagar,2025-06-19,Basic,Instagram
