booking_id,user_id,venue_id,booking_date,booking_time,sport,city,area,venue_name,court_type,duration_hours,players_count,booking_amount,discount,final_amount,payment_method,booking_status,cancellation_reason,booking_source,booking_lead_days,rating,booking_hour,month,day_type,weekday,is_cancelled
B027296,U03894,V043,2026-02-10,16:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,3,650,0,650,Card,Completed,,App,5,4.0,16,February,Weekday,Tuesday,0
B027297,U04014,V048,2026-07-30,18:30:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,2,1,1200,0,1200,Card,Completed,,App,2,4.9,18,July,Weekday,Thursday,0
B027298,U00040,V058,2026-06-05,16:00:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,8,1850,148,1702,UPI,Completed,,Website,3,4.0,16,June,Weekday,Friday,0
B027299,U02200,V057,2026-05-13,19:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 057,Outdoor,1,4,350,0,350,UPI,Completed,,App,3,3.0,19,May,Weekday,Wednesday,0
B027300,U04089,V014,2026-05-29,18:00:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,11,2100,0,2100,Card,Completed,,App,1,4.2,18,May,Weekday,Friday,0
B027301,U01621,V088,2026-08-29,15:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,4,650,0,650,UPI,Completed,,App,13,3.9,15,August,Weekend,Saturday,0
B027302,U00314,V054,2026-03-04,19:00:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,1,450,0,450,Card,Completed,,App,8,4.7,19,March,Weekday,Wednesday,0
B027303,U03579,V002,2026-03-27,19:30:00,Tennis,Mumbai,Thane,Tennis Arena 002,Indoor,1,4,750,0,750,Card,Completed,,App,12,4.5,19,March,Weekday,Friday,0
B027304,U00630,V042,2026-03-25,17:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,2,700,21,679,UPI,Completed,,App,2,4.6,17,March,Weekday,Wednesday,0
B027305,U04274,V007,2026-05-20,13:00:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,11,1500,0,1500,Card,Completed,,App,1,4.5,13,May,Weekday,Wednesday,0
B027306,U04115,V009,2026-05-14,16:00:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,2,600,0,600,Card,Completed,,App,14,4.0,16,May,Weekday,Thursday,0
B027307,U00272,V033,2026-06-06,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,1,650,0,650,Card,Completed,,App,14,3.5,16,June,Weekend,Saturday,0
B027308,U01108,V091,2026-04-19,06:00:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,2,2,1400,112,1288,UPI,Completed,,App,9,4.7,6,April,Weekend,Sunday,0
B027309,U00838,V068,2026-04-14,22:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,2,2,1400,0,1400,Wallet,Completed,,App,8,4.5,22,April,Weekday,Tuesday,0
B027310,U02669,V064,2026-07-08,18:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,2,450,0,450,UPI,Completed,,App,10,4.6,18,July,Weekday,Wednesday,0
B027311,U01761,V097,2026-02-04,15:00:00,Cricket,Bengaluru,HSR Layout,Cricket Arena 097,Indoor,1,8,1650,0,1650,Card,Completed,,App,3,5.0,15,February,Weekday,Wednesday,0
B027312,U00489,V063,2026-03-16,17:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,4,900,0,900,Wallet,Completed,,Website,3,3.8,17,March,Weekday,Monday,0
B027313,U00403,V008,2026-05-05,20:30:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,2,650,0,650,Card,Completed,,App,2,4.3,20,May,Weekday,Tuesday,0
B027314,U04613,V059,2026-02-21,07:30:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,1,650,0,650,UPI,Completed,,App,1,3.7,7,February,Weekend,Saturday,0
B027315,U02631,V009,2026-02-02,14:00:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,1,600,0,600,Card,Completed,,App,5,4.4,14,February,Weekday,Monday,0
B027316,U02447,V012,2026-06-02,21:30:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,3,500,0,500,Wallet,Cancelled,Price,App,7,,21,June,Weekday,Tuesday,1
B027317,U02045,V058,2026-01-14,06:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,12,1850,0,1850,Card,Cancelled,Price,App,7,,6,January,Weekday,Wednesday,1
B027318,U00630,V049,2026-08-09,17:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,12,1150,0,1150,Card,Completed,,App,2,5.0,17,August,Weekend,Sunday,0
B027319,U01506,V044,2026-02-22,17:30:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,1,400,0,400,UPI,Completed,,App,1,4.3,17,February,Weekend,Sunday,0
B027320,U04534,V011,2026-03-02,22:30:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,2,11,3500,0,3500,Card,Completed,,App,14,4.1,22,March,Weekday,Monday,0
B027321,U04413,V016,2026-01-13,16:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 016,Indoor,1,2,400,0,400,UPI,Completed,,App,1,3.8,16,January,Weekday,Tuesday,0
B027322,U03985,V066,2026-01-15,22:30:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 066,Outdoor,1,1,850,68,782,Net Banking,Completed,,App,5,4.7,22,January,Weekday,Thursday,0
B027323,U04990,V038,2026-02-24,06:30:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,1,2,450,0,450,UPI,Completed,,Website,5,3.6,6,February,Weekday,Tuesday,0
B027324,U00076,V043,2026-06-30,15:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,1,650,20,630,Card,Completed,,Website,8,4.1,15,June,Weekday,Tuesday,0
B027325,U01307,V067,2026-07-19,14:30:00,Cricket,Chennai,Velachery,Cricket Arena 067,Indoor,1,12,1850,0,1850,Card,Cancelled,Personal,App,4,,14,July,Weekend,Sunday,1
B027326,U03568,V099,2026-02-16,12:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 099,Indoor,2,2,1700,0,1700,UPI,Completed,,App,9,3.3,12,February,Weekday,Monday,0
B027327,U00793,V073,2026-06-22,22:30:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 073,Outdoor,1,1,400,0,400,Wallet,Completed,,App,2,4.9,22,June,Weekday,Monday,0
B027328,U00347,V059,2026-04-07,22:00:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,4,650,0,650,UPI,Completed,,App,10,3.9,22,April,Weekday,Tuesday,0
B027329,U02178,V100,2026-03-16,12:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,7,1100,0,1100,Net Banking,Completed,,App,4,3.5,12,March,Weekday,Monday,0
B027330,U00662,V007,2026-07-11,17:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,9,1500,0,1500,UPI,Completed,,App,11,5.0,17,July,Weekend,Saturday,0
B027331,U01376,V026,2026-01-15,10:30:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,3,750,0,750,Card,Completed,,App,3,4.6,10,January,Weekday,Thursday,0
B027332,U03894,V076,2026-01-21,11:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,16,534,Card,Completed,,Website,7,4.1,11,January,Weekday,Wednesday,0
B027333,U01169,V080,2026-02-05,18:00:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,2,1,1600,0,1600,Card,Completed,,App,7,3.3,18,February,Weekday,Thursday,0
B027334,U01016,V031,2026-07-17,20:00:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,8,1500,0,1500,UPI,Completed,,App,9,3.8,20,July,Weekday,Friday,0
B027335,U00485,V024,2026-06-02,17:30:00,Table Tennis,Bengaluru,Koramangala,Table Tennis Arena 024,Indoor,1,1,500,0,500,UPI,Completed,,App,7,4.6,17,June,Weekday,Tuesday,0
B027336,U03317,V065,2026-02-13,11:30:00,Cricket,Bengaluru,Koramangala,Cricket Arena 065,Outdoor,1,8,2100,0,2100,UPI,Completed,,App,8,4.4,11,February,Weekday,Friday,0
B027337,U01268,V056,2026-05-09,19:30:00,Badminton,Hyderabad,Kondapur,Badminton Arena 056,Outdoor,1,1,750,0,750,UPI,Completed,,Website,4,4.2,19,May,Weekend,Saturday,0
B027338,U01143,V063,2026-02-11,20:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 063,Indoor,1,3,900,0,900,Wallet,Completed,,App,6,4.0,20,February,Weekday,Wednesday,0
B027339,U00666,V026,2026-07-06,17:30:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,1,750,0,750,UPI,Completed,,App,6,4.6,17,July,Weekday,Monday,0
B027340,U02600,V058,2026-08-30,16:00:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,9,1850,0,1850,UPI,Completed,,App,12,4.3,16,August,Weekend,Sunday,0
B027341,U01195,V027,2026-02-02,16:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,4,550,0,550,Wallet,Completed,,App,14,3.6,16,February,Weekday,Monday,0
B027342,U00300,V069,2026-04-13,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 069,Outdoor,1,2,650,0,650,UPI,Completed,,App,2,4.3,18,April,Weekday,Monday,0
B027343,U01214,V038,2026-06-09,20:30:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,1,1,450,14,436,Wallet,Completed,,App,2,3.3,20,June,Weekday,Tuesday,0
B027344,U00952,V047,2026-07-13,20:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,4,650,0,650,UPI,Completed,,App,7,4.9,20,July,Weekday,Monday,0
B027345,U01831,V091,2026-06-02,19:30:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,1,1,700,0,700,Card,Completed,,App,9,5.0,19,June,Weekday,Tuesday,0
B027346,U01662,V021,2026-02-09,15:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,1,1150,0,1150,Card,Completed,,App,9,4.5,15,February,Weekday,Monday,0
B027347,U04876,V079,2026-07-05,16:00:00,Badminton,Mumbai,Borivali,Badminton Arena 079,Outdoor,1,3,650,20,630,Card,Completed,,App,10,4.5,16,July,Weekend,Sunday,0
B027348,U00533,V012,2026-04-07,18:30:00,Badminton,Pune,Kothrud,Badminton Arena 012,Outdoor,1,3,500,0,500,UPI,Completed,,App,10,4.7,18,April,Weekday,Tuesday,0
B027349,U02135,V075,2026-04-25,18:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,2,2,1400,0,1400,UPI,Completed,,Website,2,4.7,18,April,Weekend,Saturday,0
B027350,U04877,V025,2026-04-12,20:00:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,6,1450,0,1450,UPI,Completed,,App,6,2.9,20,April,Weekend,Sunday,0
B027351,U04654,V068,2026-07-22,19:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,2,700,0,700,UPI,Completed,,Website,14,4.1,19,July,Weekday,Wednesday,0
B027352,U04720,V086,2026-03-05,22:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,2,2,2400,0,2400,UPI,Completed,,App,10,4.6,22,March,Weekday,Thursday,0
B027353,U01524,V043,2026-05-27,13:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,3,650,0,650,Card,Completed,,Website,6,4.1,13,May,Weekday,Wednesday,0
B027354,U01214,V051,2026-08-05,21:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,1,2,600,0,600,Card,Cancelled,Venue Issue,App,10,,21,August,Weekday,Wednesday,1
B027355,U01592,V091,2026-01-28,22:00:00,Badminton,Pune,Kothrud,Badminton Arena 091,Indoor,1,2,700,21,679,Wallet,Completed,,App,7,4.7,22,January,Weekday,Wednesday,0
B027356,U01153,V089,2026-07-21,20:00:00,Badminton,Mumbai,Andheri,Badminton Arena 089,Indoor,1,2,650,0,650,UPI,Cancelled,Weather,Website,7,,20,July,Weekday,Tuesday,1
B027357,U02489,V024,2026-08-11,12:30:00,Table Tennis,Bengaluru,Koramangala,Table Tennis Arena 024,Indoor,1,1,500,0,500,UPI,Completed,,App,10,5.0,12,August,Weekday,Tuesday,0
B027358,U03182,V009,2026-03-21,21:00:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,1,600,0,600,UPI,Completed,,App,3,4.7,21,March,Weekend,Saturday,0
B027359,U01878,V022,2026-04-22,19:00:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 022,Indoor,1,4,300,0,300,Card,Completed,,App,13,4.9,19,April,Weekday,Wednesday,0
B027360,U01692,V027,2026-06-19,15:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,2,550,44,506,Wallet,Completed,,App,11,3.7,15,June,Weekday,Friday,0
B027361,U00132,V061,2026-07-29,16:00:00,Cricket,Chennai,OMR,Cricket Arena 061,Outdoor,1,10,2000,0,2000,UPI,Completed,,App,3,4.3,16,July,Weekday,Wednesday,0
B027362,U03271,V088,2026-03-27,09:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,2,650,52,598,UPI,Completed,,App,2,3.7,9,March,Weekday,Friday,0
B027363,U02984,V065,2026-06-27,16:00:00,Cricket,Bengaluru,Koramangala,Cricket Arena 065,Outdoor,1,6,2100,0,2100,Wallet,Completed,,App,2,4.3,16,June,Weekend,Saturday,0
B027364,U00053,V065,2026-08-15,14:30:00,Cricket,Bengaluru,Koramangala,Cricket Arena 065,Outdoor,1,6,2100,168,1932,UPI,Completed,,App,4,4.4,14,August,Weekend,Saturday,0
B027365,U01506,V014,2026-07-23,18:00:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,10,2100,0,2100,UPI,Completed,,Website,3,4.1,18,July,Weekday,Thursday,0
B027366,U04434,V093,2026-04-16,17:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 093,Indoor,1,1,650,0,650,Card,Completed,,App,10,4.5,17,April,Weekday,Thursday,0
B027367,U02099,V020,2026-08-08,21:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 020,Indoor,1,1,700,0,700,UPI,Completed,,App,5,4.2,21,August,Weekend,Saturday,0
B027368,U02934,V097,2026-02-17,17:00:00,Cricket,Bengaluru,HSR Layout,Cricket Arena 097,Indoor,1,8,1650,0,1650,Card,Completed,,App,5,4.4,17,February,Weekday,Tuesday,0
B027369,U03866,V045,2026-07-04,19:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,12,1750,52,1698,UPI,Completed,,Website,1,5.0,19,July,Weekend,Saturday,0
B027370,U02163,V039,2026-01-09,19:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,2,650,20,630,UPI,Completed,,App,1,4.0,19,January,Weekday,Friday,0
B027371,U03938,V084,2026-06-07,09:00:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,2,3,600,0,600,Wallet,Cancelled,Other,App,13,,9,June,Weekend,Sunday,1
B027372,U03823,V081,2026-05-26,19:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,3,800,24,776,UPI,Completed,,App,6,5.0,19,May,Weekday,Tuesday,0
B027373,U02881,V030,2026-06-22,12:00:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,3,900,27,873,Card,Completed,,Website,5,4.5,12,June,Weekday,Monday,0
B027374,U04353,V077,2026-08-04,13:30:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,2,1,600,0,600,UPI,Completed,,App,9,4.2,13,August,Weekday,Tuesday,0
B027375,U03385,V086,2026-04-20,16:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,1,1200,0,1200,UPI,Completed,,App,14,5.0,16,April,Weekday,Monday,0
B027376,U04619,V064,2026-03-24,16:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,2,450,0,450,Card,Completed,,App,12,4.8,16,March,Weekday,Tuesday,0
B027377,U00823,V073,2026-03-19,21:30:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 073,Outdoor,1,1,400,0,400,Card,Completed,,App,7,4.1,21,March,Weekday,Thursday,0
B027378,U03113,V092,2026-03-07,16:00:00,Badminton,Pune,Baner,Badminton Arena 092,Outdoor,1,4,650,52,598,UPI,Completed,,App,11,4.6,16,March,Weekend,Saturday,0
B027379,U00617,V023,2026-05-19,16:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,1,700,56,644,UPI,Completed,,App,3,3.4,16,May,Weekday,Tuesday,0
B027380,U04027,V023,2026-03-31,19:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,4,700,0,700,Net Banking,Cancelled,Personal,App,5,,19,March,Weekday,Tuesday,1
B027381,U03614,V032,2026-03-13,14:30:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,1,2,750,22,728,Card,Completed,,App,10,4.1,14,March,Weekday,Friday,0
B027382,U02329,V081,2026-07-14,19:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 081,Outdoor,1,2,800,0,800,Card,Completed,,App,2,5.0,19,July,Weekday,Tuesday,0
B027383,U04352,V040,2026-01-15,14:00:00,Table Tennis,Bengaluru,Whitefield,Table Tennis Arena 040,Indoor,1,2,400,12,388,Card,Completed,,App,10,3.0,14,January,Weekday,Thursday,0
B027384,U01344,V038,2026-04-19,16:00:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,1,1,450,0,450,UPI,Completed,,App,7,3.5,16,April,Weekend,Sunday,0
B027385,U00217,V062,2026-02-09,20:30:00,Football,Hyderabad,Banjara Hills,Football Arena 062,Indoor,1,12,1500,0,1500,UPI,Completed,,App,10,4.6,20,February,Weekday,Monday,0
B027386,U00450,V043,2026-05-21,16:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,1,650,20,630,Wallet,Completed,,App,5,3.8,16,May,Weekday,Thursday,0
B027387,U01722,V092,2026-07-27,21:00:00,Badminton,Pune,Baner,Badminton Arena 092,Outdoor,2,2,1300,39,1261,Card,Completed,,App,8,4.0,21,July,Weekday,Monday,0
B027388,U01280,V085,2026-03-27,15:00:00,Tennis,Hyderabad,Madhapur,Tennis Arena 085,Outdoor,1,3,600,0,600,UPI,Completed,,App,6,4.8,15,March,Weekday,Friday,0
B027389,U01110,V054,2026-02-02,10:00:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,4,450,0,450,UPI,Completed,,App,4,4.2,10,February,Weekday,Monday,0
B027390,U03766,V041,2026-05-06,19:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,2,3,900,0,900,UPI,Completed,,App,5,4.3,19,May,Weekday,Wednesday,0
B027391,U03319,V052,2026-05-10,14:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,2,2,1700,51,1649,Net Banking,Completed,,App,9,3.6,14,May,Weekend,Sunday,0
B027392,U00658,V055,2026-04-19,18:00:00,Football,Bengaluru,Koramangala,Football Arena 055,Indoor,1,9,1200,0,1200,Card,Completed,,App,2,3.4,18,April,Weekend,Sunday,0
B027393,U00784,V094,2026-08-09,17:30:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,1,3,750,22,728,UPI,Completed,,App,9,4.2,17,August,Weekend,Sunday,0
B027394,U01183,V045,2026-04-20,22:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,8,1750,140,1610,UPI,Completed,,App,13,4.3,22,April,Weekday,Monday,0
B027395,U04599,V083,2026-06-11,16:00:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,2,500,0,500,Card,Completed,,App,9,4.5,16,June,Weekday,Thursday,0
B027396,U01584,V046,2026-01-16,20:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 046,Outdoor,2,2,700,56,644,UPI,Completed,,App,2,3.9,20,January,Weekday,Friday,0
B027397,U03708,V050,2026-01-14,18:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,3,500,15,485,UPI,Completed,,Website,10,3.9,18,January,Weekday,Wednesday,0
B027398,U01869,V051,2026-08-19,12:00:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,1,2,600,0,600,UPI,Completed,,App,12,4.5,12,August,Weekday,Wednesday,0
B027399,U04770,V087,2026-02-15,18:00:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,3,400,0,400,Net Banking,Completed,,App,5,5.0,18,February,Weekend,Sunday,0
B027400,U03306,V070,2026-02-19,17:00:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,3,550,0,550,Card,Completed,,App,8,4.3,17,February,Weekday,Thursday,0
B027401,U00376,V019,2026-04-23,22:00:00,Tennis,Mumbai,Powai,Tennis Arena 019,Outdoor,1,3,650,0,650,Net Banking,Completed,,App,3,5.0,22,April,Weekday,Thursday,0
B027402,U00060,V068,2026-05-13,16:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,4,700,0,700,UPI,Completed,,App,14,4.6,16,May,Weekday,Wednesday,0
B027403,U04648,V049,2026-02-12,17:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,6,1150,0,1150,Wallet,Completed,,App,5,4.6,17,February,Weekday,Thursday,0
B027404,U00657,V023,2026-05-26,18:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 023,Outdoor,1,1,700,0,700,UPI,Completed,,App,5,3.5,18,May,Weekday,Tuesday,0
B027405,U03241,V005,2026-02-17,17:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,1,550,0,550,Card,Completed,,App,9,3.8,17,February,Weekday,Tuesday,0
B027406,U00824,V064,2026-07-11,17:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,4,450,14,436,UPI,Completed,,App,6,4.1,17,July,Weekend,Saturday,0
B027407,U03144,V033,2026-06-03,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,2,650,0,650,UPI,Completed,,App,3,3.7,16,June,Weekday,Wednesday,0
B027408,U03985,V076,2026-07-21,19:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,2,550,0,550,Card,Completed,,App,14,3.9,19,July,Weekday,Tuesday,0
B027409,U03211,V100,2026-07-17,06:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,8,1100,33,1067,Card,Completed,,App,12,3.8,6,July,Weekday,Friday,0
B027410,U03764,V059,2026-05-22,12:30:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,2,650,0,650,UPI,Completed,,App,11,4.2,12,May,Weekday,Friday,0
B027411,U03436,V052,2026-07-13,20:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,2,850,0,850,Card,Completed,,App,3,3.4,20,July,Weekday,Monday,0
B027412,U01651,V093,2026-07-08,21:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 093,Indoor,1,3,650,0,650,Card,Completed,,App,2,4.3,21,July,Weekday,Wednesday,0
B027413,U03203,V078,2026-08-07,18:30:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,9,1450,0,1450,UPI,Completed,,App,8,4.2,18,August,Weekday,Friday,0
B027414,U00250,V007,2026-07-20,12:30:00,Cricket,Bengaluru,Yelahanka,Cricket Arena 007,Indoor,1,8,1500,0,1500,Card,Completed,,Website,14,4.9,12,July,Weekday,Monday,0
B027415,U01161,V043,2026-07-24,17:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,2,650,20,630,UPI,Completed,,App,3,3.9,17,July,Weekday,Friday,0
B027416,U03583,V048,2026-01-21,14:00:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,4,600,0,600,Wallet,Completed,,App,12,5.0,14,January,Weekday,Wednesday,0
B027417,U00074,V042,2026-02-24,17:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,1,700,0,700,UPI,Completed,,App,5,3.9,17,February,Weekday,Tuesday,0
B027418,U04616,V062,2026-04-26,13:30:00,Football,Hyderabad,Banjara Hills,Football Arena 062,Indoor,1,10,1500,0,1500,Card,Completed,,App,2,4.1,13,April,Weekend,Sunday,0
B027419,U00784,V020,2026-04-18,12:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 020,Indoor,1,4,700,0,700,UPI,Completed,,App,14,4.9,12,April,Weekend,Saturday,0
B027420,U04875,V037,2026-01-02,13:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,2,1100,0,1100,UPI,Completed,,App,1,3.6,13,January,Weekday,Friday,0
B027421,U02327,V078,2026-05-11,20:00:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,7,1450,0,1450,Card,Cancelled,Personal,Website,6,,20,May,Weekday,Monday,1
B027422,U00952,V098,2026-01-13,08:00:00,Badminton,Mumbai,Powai,Badminton Arena 098,Outdoor,1,2,600,0,600,Wallet,Completed,,App,9,4.6,8,January,Weekday,Tuesday,0
B027423,U03066,V041,2026-01-21,07:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,2,2,900,0,900,Wallet,Completed,,App,8,4.3,7,January,Weekday,Wednesday,0
B027424,U01686,V041,2026-06-10,13:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,3,450,0,450,Card,Completed,,App,1,3.8,13,June,Weekday,Wednesday,0
B027425,U03944,V087,2026-05-28,17:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,1,400,0,400,Card,Completed,,Website,14,5.0,17,May,Weekday,Thursday,0
B027426,U01426,V005,2026-05-05,10:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,2,2,1100,0,1100,UPI,Completed,,App,5,4.1,10,May,Weekday,Tuesday,0
B027427,U04903,V033,2026-08-16,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,3,650,0,650,Card,Completed,,App,4,3.4,16,August,Weekend,Sunday,0
B027428,U02696,V048,2026-05-26,18:00:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,3,600,0,600,UPI,Completed,,App,2,5.0,18,May,Weekday,Tuesday,0
B027429,U02693,V044,2026-08-05,17:30:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,2,400,0,400,Card,Completed,,App,8,3.9,17,August,Weekday,Wednesday,0
B027430,U04869,V074,2026-08-25,19:30:00,Cricket,Chennai,Anna Nagar,Cricket Arena 074,Indoor,1,6,1200,0,1200,Card,Cancelled,Venue Issue,App,4,,19,August,Weekday,Tuesday,1
B027431,U04627,V010,2026-02-07,16:00:00,Tennis,Mumbai,Thane,Tennis Arena 010,Indoor,1,4,500,0,500,UPI,Completed,,Website,11,4.4,16,February,Weekend,Saturday,0
B027432,U02001,V061,2026-01-25,10:30:00,Cricket,Chennai,OMR,Cricket Arena 061,Outdoor,1,6,2000,0,2000,Card,Completed,,App,8,4.6,10,January,Weekend,Sunday,0
