booking_id,cancellation_time,cancellation_reason,final_amount
B021281,2026-02-16 16:30:00,Other,750
B021291,2026-03-17 11:00:00,Price,400
B021296,2026-02-13 05:00:00,Price,728
B021303,2026-06-12 13:00:00,Personal,1500
B021319,2026-06-20 16:00:00,Weather,400
B021325,2026-01-25 12:00:00,Other,2100
B021326,2026-03-11 16:00:00,Personal,2813
B021327,2026-03-30 19:00:00,Price,850
B021334,2026-08-18 07:00:00,Venue Issue,1200
B021346,2026-03-15 09:30:00,Personal,400
B021353,2026-04-05 19:00:00,Venue Issue,2100
B021354,2026-08-22 16:30:00,Weather,2900
B021358,2026-01-12 13:30:00,Personal,1300
B021368,2026-06-01 10:30:00,Weather,400
B021375,2026-05-23 00:00:00,Personal,550
B021392,2026-02-27 01:30:00,Other,600
B021393,2026-02-28 05:00:00,Weather,1200
B021438,2026-07-25 07:00:00,Personal,1572
B021443,2026-04-01 17:00:00,Weather,300
B021457,2026-08-31 13:00:00,Personal,800
B021459,2026-03-21 00:00:00,Price,650
B021462,2026-06-29 22:00:00,Price,850
B021467,2026-06-02 18:00:00,Price,4200
B021468,2026-03-19 02:30:00,Other,1500
B021473,2026-03-28 08:30:00,Personal,1500
B021485,2026-03-06 05:00:00,Other,400
B021486,2026-04-17 05:00:00,Other,750
B021487,2026-01-04 13:00:00,Price,1150
B021493,2026-04-15 08:30:00,Personal,350
B021520,2026-06-22 12:00:00,Weather,650
B021523,2026-04-27 22:00:00,Price,500
B021530,2026-06-01 09:30:00,Venue Issue,900
B021540,2026-03-06 00:30:00,Weather,1200
B021558,2026-03-03 04:00:00,Venue Issue,630
B021564,2026-02-21 20:00:00,Other,550
B021565,2026-05-28 13:30:00,Venue Issue,550
B021586,2026-05-17 15:00:00,Weather,800
B021588,2026-08-20 20:00:00,Personal,1455
B021596,2026-01-04 11:30:00,Personal,679
B021619,2026-04-04 06:30:00,Other,1100
B021642,2026-01-18 21:30:00,Personal,300
B021662,2026-07-16 06:00:00,Personal,700
B021704,2026-05-02 10:30:00,Venue Issue,3492
B021719,2026-02-06 19:00:00,Venue Issue,700
B021729,2026-06-29 16:30:00,Price,900
B021740,2026-08-17 10:30:00,Personal,630
B021764,2026-02-14 11:30:00,Price,291
B021770,2026-03-24 03:00:00,Venue Issue,1500
B021777,2026-05-02 04:30:00,Personal,436
B021783,2026-08-30 08:00:00,Personal,1150
B021787,2026-05-23 08:30:00,Personal,824
B021799,2026-07-19 04:30:00,Other,800
B021804,2026-01-26 10:30:00,Price,750
B021811,2026-07-15 01:30:00,Price,1275
B021826,2026-03-19 16:00:00,Personal,1150
B021851,2026-03-27 13:30:00,Personal,1500
B021856,2026-05-16 11:00:00,Price,1261
B021857,2026-08-05 01:30:00,Personal,400
B021861,2026-06-05 18:00:00,Personal,700
B021868,2026-04-04 17:30:00,Price,450
B021871,2026-03-30 16:00:00,Personal,400
B021875,2026-03-14 12:00:00,Venue Issue,1450
B021879,2026-05-28 09:30:00,Weather,534
B021901,2026-02-09 00:00:00,Price,650
B021908,2026-06-30 17:30:00,Personal,600
B021912,2026-06-07 20:30:00,Personal,1450
B021913,2026-08-03 18:00:00,Price,600
B021942,2026-03-24 09:30:00,Personal,534
B021949,2026-04-05 00:00:00,Personal,2200
B021953,2026-05-16 05:30:00,Weather,2250
B021959,2026-03-26 17:00:00,Weather,1380
B021961,2026-03-07 07:30:00,Venue Issue,650
B021967,2026-01-01 10:30:00,Weather,650
B021975,2026-06-29 17:00:00,Weather,950
B021979,2026-01-08 00:30:00,Price,1500
B021991,2026-07-02 01:30:00,Personal,3700
B022000,2026-02-14 06:00:00,Price,1500
B022001,2026-02-05 17:30:00,Venue Issue,650
B022048,2026-01-29 07:00:00,Venue Issue,1300
B022054,2026-05-18 13:00:00,Venue Issue,582
B022055,2026-05-02 04:00:00,Weather,400
B022106,2026-03-14 21:00:00,Personal,2900
B022113,2026-02-04 13:00:00,Other,728
B022130,2026-05-04 13:30:00,Personal,500
B022132,2026-03-31 03:30:00,Personal,650
B022142,2026-05-02 01:00:00,Weather,436
B022148,2026-05-19 02:00:00,Weather,1500
B022179,2026-08-29 11:30:00,Personal,500
B022180,2026-06-18 08:00:00,Personal,1300
B022182,2026-06-25 18:30:00,Weather,600
B022197,2026-01-07 18:30:00,Personal,1500
B022202,2026-01-04 17:30:00,Venue Issue,400
B022205,2026-04-24 16:30:00,Personal,850
B022214,2026-01-13 13:00:00,Price,800
B022221,2026-05-27 07:00:00,Price,650
B022224,2026-07-09 15:00:00,Weather,600
B022229,2026-04-01 21:30:00,Price,2050
B022242,2026-06-16 18:00:00,Personal,750
B022247,2026-01-31 19:00:00,Venue Issue,2050
B022248,2026-03-09 22:30:00,Personal,2050
B022257,2026-01-09 15:30:00,Price,650
B022275,2026-03-02 11:00:00,Price,485
B022297,2026-03-06 17:30:00,Personal,2100
B022317,2026-02-21 21:30:00,Weather,750
B022320,2026-07-31 02:00:00,Price,922
B022342,2026-06-15 00:30:00,Weather,598
B022352,2026-07-13 14:00:00,Weather,1500
B022355,2026-03-18 19:30:00,Price,1400
B022361,2026-01-02 19:00:00,Other,650
B022362,2026-02-21 21:00:00,Weather,500
B022372,2026-03-03 11:00:00,Price,750
B022375,2026-02-05 13:30:00,Weather,2000
B022377,2026-08-12 02:00:00,Personal,750
B022397,2026-08-30 04:30:00,Other,800
B022404,2026-01-06 21:00:00,Venue Issue,1750
B022406,2026-02-26 07:30:00,Personal,550
B022412,2026-04-05 10:30:00,Venue Issue,650
B022429,2026-07-04 01:30:00,Other,1800
B022432,2026-05-07 09:00:00,Weather,322
B022437,2026-02-28 18:30:00,Personal,1500
B022445,2026-05-28 23:30:00,Other,450
B022464,2026-06-30 19:30:00,Personal,1450
B022478,2026-06-11 05:00:00,Weather,679
B022505,2026-05-19 00:00:00,Personal,1650
B022507,2026-05-06 22:30:00,Other,1850
B022516,2026-08-01 11:00:00,Weather,650
B022518,2026-02-28 00:30:00,Personal,650
B022525,2026-05-22 14:30:00,Personal,650
B022528,2026-08-20 13:30:00,Other,750
B022535,2026-04-07 00:00:00,Price,1300
B022555,2026-01-17 10:30:00,Weather,650
B022569,2026-05-08 08:30:00,Venue Issue,650
B022574,2026-05-13 03:00:00,Personal,1800
B022582,2026-04-16 21:30:00,Venue Issue,552
B022589,2026-08-17 17:00:00,Other,300
B022602,2026-04-02 13:00:00,Venue Issue,824
B022603,2026-02-23 21:00:00,Weather,900
B022609,2026-02-28 22:30:00,Weather,500
B022614,2026-07-21 07:00:00,Price,1500
B022625,2026-08-03 23:00:00,Weather,1150
B022633,2026-04-30 05:30:00,Price,600
B022640,2026-03-09 13:30:00,Price,650
B022659,2026-01-05 23:30:00,Personal,1200
B022676,2026-04-27 05:30:00,Price,1500
B022681,2026-04-14 21:00:00,Weather,600
B022686,2026-02-23 04:30:00,Venue Issue,1164
B022692,2026-04-16 07:30:00,Price,650
B022700,2026-01-23 21:30:00,Personal,2000
B022719,2026-08-16 03:30:00,Weather,350
B022736,2026-04-11 19:00:00,Personal,300
B022752,2026-08-01 03:30:00,Personal,700
B022760,2026-04-01 20:00:00,Weather,1450
B022794,2026-03-06 13:30:00,Venue Issue,4200
B022801,2026-07-17 07:30:00,Weather,450
B022803,2026-01-16 15:30:00,Other,2100
B022810,2026-04-26 04:30:00,Personal,650
B022815,2026-01-26 01:30:00,Personal,1600
B022817,2026-04-18 22:00:00,Weather,644
B022824,2026-08-06 19:30:00,Personal,550
B022873,2026-08-21 18:00:00,Personal,600
B022905,2026-04-06 02:30:00,Price,750
B022912,2026-01-30 09:30:00,Personal,700
B022948,2026-02-05 09:30:00,Personal,1800
B022969,2026-03-02 23:00:00,Price,650
B022978,2026-08-31 16:30:00,Weather,700
B022982,2026-08-13 11:30:00,Price,1900
B022983,2026-05-05 15:00:00,Price,550
B022997,2026-05-23 02:00:00,Price,600
B023013,2026-01-25 10:00:00,Weather,700
B023029,2026-08-22 12:00:00,Weather,850
B023032,2026-08-23 11:00:00,Weather,776
B023037,2026-08-16 20:30:00,Personal,598
B023057,2026-04-18 10:00:00,Weather,1500
B023061,2026-06-16 09:30:00,Personal,900
B023063,2026-03-21 06:30:00,Venue Issue,1600
B023072,2026-03-24 02:30:00,Personal,1702
B023088,2026-05-30 22:00:00,Weather,350
B023091,2026-05-29 13:30:00,Personal,595
B023095,2026-02-09 05:30:00,Price,2000
B023103,2026-07-01 21:30:00,Weather,750
B023124,2026-04-02 22:30:00,Personal,850
B023127,2026-06-04 05:00:00,Price,1500
B023136,2026-03-06 10:00:00,Personal,500
B023162,2026-03-28 17:00:00,Weather,650
B023187,2026-05-23 19:00:00,Weather,1358
B023189,2026-01-27 08:30:00,Personal,690
B023201,2026-03-26 06:00:00,Personal,598
B023231,2026-02-15 19:00:00,Weather,1300
B023257,2026-04-05 02:30:00,Price,388
B023259,2026-04-25 04:30:00,Other,1200
B023283,2026-08-12 03:30:00,Price,1455
B023305,2026-01-13 02:00:00,Personal,1500
B023312,2026-04-29 13:30:00,Personal,436
B023330,2026-04-21 01:00:00,Price,765
B023356,2026-03-16 18:00:00,Other,900
B023359,2026-08-28 11:30:00,Venue Issue,750
B023368,2026-03-31 17:00:00,Weather,776
B023375,2026-02-17 00:30:00,Personal,1012
B023388,2026-05-08 17:00:00,Personal,1200
B023413,2026-05-30 03:00:00,Venue Issue,2900
B023432,2026-03-07 00:00:00,Personal,291
B023442,2026-04-15 13:00:00,Price,450
B023444,2026-04-06 13:30:00,Venue Issue,2400
B023446,2026-04-04 13:30:00,Personal,750
B023455,2026-03-27 23:30:00,Personal,650
B023459,2026-08-04 05:30:00,Price,1500
B023468,2026-05-01 08:30:00,Price,1150
B023482,2026-06-07 05:30:00,Price,1850
B023487,2026-05-30 07:30:00,Personal,700
B023488,2026-07-30 22:00:00,Price,1067
B023489,2026-02-26 01:30:00,Price,650
B023501,2026-06-05 10:00:00,Personal,460
B023505,2026-01-04 14:30:00,Other,1500
B023509,2026-08-24 08:00:00,Venue Issue,450
B023515,2026-01-04 07:00:00,Venue Issue,450
B023537,2026-02-02 14:30:00,Weather,750
B023541,2026-06-20 11:00:00,Other,436
B023546,2026-01-01 18:00:00,Weather,300
B023547,2026-04-28 03:30:00,Personal,550
B023549,2026-02-19 21:30:00,Weather,550
B023550,2026-01-14 19:30:00,Personal,2250
B023576,2026-01-31 07:00:00,Weather,1800
B023589,2026-06-13 20:30:00,Weather,600
B023631,2026-06-04 20:30:00,Personal,1500
B023651,2026-02-07 23:30:00,Weather,388
B023666,2026-06-30 23:00:00,Personal,1200
B023682,2026-02-02 04:30:00,Price,2250
B023687,2026-01-19 11:00:00,Price,1988
B023692,2026-06-04 01:30:00,Other,650
B023698,2026-07-11 13:00:00,Personal,550
B023700,2026-01-26 18:30:00,Personal,850
B023714,2026-02-22 07:30:00,Weather,950
B023754,2026-02-19 20:30:00,Personal,340
B023756,2026-08-09 10:30:00,Personal,300
B023778,2026-03-11 07:30:00,Personal,900
B023805,2026-07-02 14:00:00,Personal,1500
B023808,2026-04-30 10:30:00,Price,2000
B023811,2026-02-07 15:30:00,Weather,450
B023828,2026-07-05 09:30:00,Price,750
B023835,2026-05-12 21:30:00,Other,552
B023844,2026-02-21 03:30:00,Other,340
B023849,2026-02-26 22:30:00,Venue Issue,650
B023856,2026-05-04 15:00:00,Weather,1400
B023875,2026-06-21 04:00:00,Price,550
B023884,2026-03-27 23:00:00,Personal,1400
B023885,2026-03-20 21:00:00,Price,600
B023888,2026-05-22 20:30:00,Weather,550
B023901,2026-02-17 22:00:00,Venue Issue,1100
B023908,2026-08-02 00:00:00,Weather,2000
B023914,2026-01-31 16:30:00,Price,400
B023918,2026-01-22 06:30:00,Price,650
B023921,2026-03-20 00:00:00,Personal,750
B023922,2026-05-15 23:00:00,Other,600
B023925,2026-04-24 19:00:00,Price,500
B023932,2026-05-31 20:00:00,Weather,630
B023934,2026-07-30 22:30:00,Personal,500
B023947,2026-02-20 08:00:00,Personal,750
B023960,2026-02-06 18:30:00,Price,1400
B023965,2026-06-08 00:00:00,Weather,650
B023977,2026-03-10 15:00:00,Price,1500
B023987,2026-01-14 03:00:00,Price,1164
B023992,2026-04-28 23:00:00,Price,650
B024001,2026-05-03 19:00:00,Personal,1100
B024002,2026-01-12 15:30:00,Weather,400
B024007,2026-01-09 21:00:00,Weather,460
B024013,2026-05-13 01:30:00,Price,600
B024020,2026-03-28 18:00:00,Weather,850
B024028,2026-01-12 12:00:00,Other,900
B024037,2026-08-27 16:00:00,Personal,650
B024053,2026-07-19 11:00:00,Personal,650
B024061,2026-05-09 06:00:00,Personal,450
B024068,2026-07-01 12:00:00,Other,750
B024074,2026-03-04 22:00:00,Price,400
B024105,2026-05-11 19:30:00,Weather,750
B024116,2026-07-31 13:30:00,Venue Issue,1200
B024141,2026-08-26 05:30:00,Weather,750
B024147,2026-05-24 10:00:00,Weather,388
B024152,2026-07-01 23:00:00,Personal,1000
B024178,2026-08-25 19:00:00,Personal,650
B024189,2026-05-02 04:00:00,Price,2000
B024190,2026-02-12 08:00:00,Weather,2000
B024199,2026-07-05 11:00:00,Personal,1850
B024240,2026-08-24 17:00:00,Price,2328
B024242,2026-05-22 10:00:00,Weather,1500
B024243,2026-08-09 19:00:00,Price,300
B024292,2026-05-24 23:00:00,Weather,700
B024298,2026-07-18 07:30:00,Price,414
B024318,2026-04-30 09:00:00,Venue Issue,350
B024332,2026-06-14 04:30:00,Weather,650
B024337,2026-04-09 17:00:00,Personal,1500
B024352,2026-05-28 21:30:00,Weather,1500
B024355,2026-03-07 09:30:00,Weather,450
B024366,2026-08-10 07:30:00,Personal,300
B024370,2026-01-08 07:00:00,Personal,1200
B024373,2026-08-18 04:00:00,Personal,400
B024381,2026-03-10 23:00:00,Personal,700
B024382,2026-07-16 21:30:00,Personal,300
B024402,2026-06-12 14:00:00,Venue Issue,400
B024404,2026-02-14 00:30:00,Weather,1300
B024412,2026-07-15 03:30:00,Personal,1450
B024414,2026-07-07 04:30:00,Personal,1300
B024415,2026-03-17 23:00:00,Personal,1850
B024418,2026-04-21 08:30:00,Personal,450
B024419,2026-08-28 22:30:00,Weather,850
B024422,2026-07-20 21:30:00,Price,800
B024428,2026-06-11 17:00:00,Personal,700
B024438,2026-08-12 06:00:00,Price,400
B024453,2026-08-22 05:00:00,Venue Issue,300
B024459,2026-06-21 08:00:00,Price,450
B024463,2026-02-10 05:30:00,Venue Issue,1750
B024477,2026-02-01 00:30:00,Price,680
B024493,2026-06-17 01:00:00,Price,630
B024496,2026-01-31 01:30:00,Price,950
B024513,2026-02-25 01:00:00,Weather,1200
B024514,2026-03-27 13:00:00,Weather,1150
B024516,2026-08-01 13:00:00,Venue Issue,679
B024517,2026-04-08 20:30:00,Personal,900
B024524,2026-06-26 01:30:00,Personal,500
B024530,2026-07-16 03:30:00,Price,400
B024535,2026-06-28 20:30:00,Weather,550
B024572,2026-06-08 12:30:00,Price,506
B024574,2026-05-31 22:30:00,Weather,3000
B024582,2026-06-29 12:00:00,Personal,700
B024584,2026-02-07 10:00:00,Personal,485
B024590,2026-05-09 06:30:00,Price,1932
B024607,2026-05-04 09:00:00,Personal,1455
B024609,2026-02-28 13:00:00,Personal,1100
B024610,2026-03-26 14:30:00,Personal,600
B024637,2026-01-01 22:30:00,Personal,700
B024639,2026-05-14 19:30:00,Personal,800
B024640,2026-03-15 03:00:00,Price,650
B024662,2026-08-10 18:00:00,Personal,2000
B024672,2026-03-21 16:00:00,Personal,950
B024675,2026-07-01 00:00:00,Price,534
B024691,2026-03-31 22:30:00,Personal,414
B024692,2026-05-01 13:00:00,Price,700
B024701,2026-05-02 04:00:00,Price,1610
B024709,2026-01-14 16:00:00,Other,1450
B024713,2026-06-23 16:00:00,Personal,1450
B024720,2026-04-27 06:30:00,Personal,2050
B024736,2026-04-14 22:00:00,Price,1100
B024769,2026-03-19 04:30:00,Personal,3395
B024775,2026-04-15 03:30:00,Personal,600
B024780,2026-08-19 18:00:00,Weather,2000
B024796,2026-03-28 20:30:00,Other,400
B024801,2026-03-03 01:30:00,Weather,750
B024805,2026-08-21 12:00:00,Venue Issue,679
B024808,2026-05-29 00:00:00,Personal,1702
B024818,2026-03-03 17:30:00,Other,436
B024819,2026-05-10 04:00:00,Price,550
B024832,2026-08-23 23:00:00,Price,650
B024839,2026-05-01 22:30:00,Venue Issue,500
B024873,2026-05-21 04:30:00,Price,350
B024879,2026-02-18 06:00:00,Price,598
B024894,2026-07-03 07:30:00,Personal,500
B024952,2026-06-10 08:30:00,Personal,750
B024955,2026-03-31 17:00:00,Personal,1150
B024978,2026-01-09 03:30:00,Personal,1200
B024983,2026-08-18 03:00:00,Personal,700
B024993,2026-02-04 15:00:00,Other,950
B024997,2026-03-24 00:00:00,Personal,400
B025000,2026-01-26 11:30:00,Weather,400
B025013,2026-07-07 21:30:00,Price,1850
B025033,2026-03-03 07:00:00,Venue Issue,595
B025037,2026-06-28 08:30:00,Personal,510
B025048,2026-08-10 01:30:00,Price,400
B025065,2026-06-05 15:00:00,Personal,1500
B025070,2026-03-15 01:30:00,Price,2668
B025077,2026-06-14 10:00:00,Venue Issue,1164
B025092,2026-04-14 13:30:00,Personal,340
B025100,2026-06-26 14:00:00,Personal,1698
B025104,2026-05-07 23:30:00,Personal,1261
B025110,2026-06-29 01:30:00,Venue Issue,2182
B025113,2026-07-12 15:00:00,Price,2000
B025115,2026-05-07 16:00:00,Other,3600
B025122,2026-01-09 01:00:00,Personal,874
B025129,2026-04-13 21:00:00,Personal,650
B025139,2026-02-02 09:00:00,Weather,350
B025163,2026-01-16 16:30:00,Weather,2000
B025167,2026-03-06 00:00:00,Personal,2000
B025172,2026-03-10 08:00:00,Price,650
B025192,2026-05-24 09:30:00,Weather,1450
B025201,2026-07-30 04:30:00,Personal,650
B025208,2026-06-01 11:00:00,Weather,736
B025212,2026-06-22 07:00:00,Venue Issue,400
B025221,2026-08-26 00:30:00,Price,1200
B025241,2026-02-04 01:00:00,Other,2900
B025255,2026-02-20 05:00:00,Weather,4100
B025271,2026-02-06 07:30:00,Weather,2100
B025300,2026-05-22 16:00:00,Personal,1500
B025304,2026-01-06 01:30:00,Venue Issue,460
B025330,2026-06-19 21:00:00,Other,1164
B025352,2026-02-28 12:30:00,Personal,1450
B025360,2026-05-22 06:00:00,Personal,750
B025381,2026-06-18 10:30:00,Price,1300
B025383,2026-08-12 18:00:00,Personal,750
B025386,2026-02-28 14:30:00,Personal,650
B025389,2026-02-02 17:30:00,Price,2250
B025436,2026-07-14 05:00:00,Weather,450
B025441,2026-04-09 14:00:00,Personal,550
B025445,2026-04-28 19:00:00,Price,650
B025463,2026-08-13 04:00:00,Price,1100
B025472,2026-03-21 14:30:00,Price,728
B025486,2026-02-10 02:30:00,Personal,2000
B025487,2026-08-14 22:30:00,Price,2250
B025496,2026-06-26 13:00:00,Price,644
B025501,2026-07-24 16:00:00,Weather,600
B025515,2026-02-14 16:00:00,Other,550
B025519,2026-04-01 19:00:00,Price,400
B025520,2026-01-21 11:30:00,Venue Issue,650
B025525,2026-08-08 23:00:00,Personal,3000
B025554,2026-02-19 06:30:00,Personal,1455
B025574,2026-02-03 07:00:00,Personal,2050
B025580,2026-05-28 09:00:00,Price,436
B025594,2026-06-23 03:00:00,Other,1932
B025606,2026-07-22 22:00:00,Other,2037
B025618,2026-02-14 18:30:00,Weather,2100
B025623,2026-07-25 12:30:00,Weather,650
B025640,2026-05-08 11:30:00,Price,436
B025646,2026-04-03 17:00:00,Price,1164
B025656,2026-05-31 16:30:00,Personal,300
B025723,2026-03-01 05:00:00,Venue Issue,600
B025732,2026-01-04 04:30:00,Personal,400
B025744,2026-05-31 09:30:00,Personal,2100
B025755,2026-07-05 12:00:00,Personal,1200
B025798,2026-06-03 11:00:00,Weather,436
B025803,2026-08-05 22:00:00,Price,1200
B025842,2026-02-07 22:00:00,Weather,850
B025850,2026-04-09 12:00:00,Weather,650
B025853,2026-05-25 17:30:00,Other,1450
B025879,2026-04-13 12:00:00,Weather,1600
B025908,2026-01-19 23:00:00,Weather,450
B025931,2026-08-29 11:30:00,Other,600
B025937,2026-05-13 04:30:00,Other,450
B025946,2026-07-15 04:30:00,Personal,650
B025955,2026-06-13 03:00:00,Weather,750
B025956,2026-05-30 11:00:00,Personal,650
B025964,2026-03-12 19:30:00,Venue Issue,1698
B025998,2026-05-10 05:00:00,Weather,2000
B025999,2026-01-17 12:00:00,Personal,400
B026018,2026-07-17 03:00:00,Personal,1150
B026029,2026-02-25 23:30:00,Weather,1850
B026042,2026-01-01 11:00:00,Price,850
B026046,2026-03-26 14:00:00,Price,2100
B026056,2026-07-29 01:00:00,Venue Issue,644
B026069,2026-05-01 19:00:00,Personal,2328
B026076,2026-08-04 00:00:00,Personal,700
B026090,2026-05-18 02:00:00,Personal,1800
B026096,2026-05-01 02:30:00,Weather,650
B026131,2026-08-14 18:30:00,Venue Issue,582
B026137,2026-06-10 21:00:00,Personal,1450
B026151,2026-07-14 01:00:00,Weather,679
B026153,2026-07-30 18:00:00,Personal,1200
B026155,2026-07-12 00:30:00,Other,552
B026171,2026-03-31 10:30:00,Price,700
B026177,2026-05-12 14:30:00,Price,1750
B026188,2026-03-20 10:30:00,Price,400
B026210,2026-01-20 18:00:00,Personal,750
B026223,2026-01-04 16:30:00,Personal,650
B026224,2026-04-28 19:30:00,Personal,900
B026239,2026-08-23 13:00:00,Personal,1650
B026246,2026-07-23 04:30:00,Personal,1800
B026253,2026-08-05 04:30:00,Weather,650
B026291,2026-04-18 07:30:00,Venue Issue,1300
B026295,2026-06-10 09:30:00,Price,1800
B026297,2026-08-14 01:30:00,Weather,1300
B026300,2026-05-25 03:30:00,Weather,450
B026303,2026-04-03 20:00:00,Personal,436
B026317,2026-01-26 22:00:00,Personal,700
B026323,2026-01-19 09:30:00,Price,1100
B026326,2026-06-29 11:00:00,Weather,322
B026343,2026-05-11 17:30:00,Other,350
B026365,2026-07-12 22:30:00,Weather,650
B026369,2026-07-12 15:30:00,Weather,1200
B026373,2026-03-20 20:00:00,Personal,450
B026374,2026-03-25 01:30:00,Weather,650
B026382,2026-06-25 14:30:00,Weather,1750
B026398,2026-02-05 09:00:00,Other,2200
B026416,2026-07-25 07:30:00,Weather,638
B026425,2026-06-10 09:00:00,Personal,300
B026453,2026-02-25 09:00:00,Weather,600
B026462,2026-06-23 22:00:00,Weather,800
B026464,2026-08-19 17:30:00,Personal,2900
B026483,2026-02-15 15:30:00,Personal,850
B026499,2026-01-13 05:30:00,Personal,1300
B026511,2026-06-19 03:30:00,Personal,700
B026556,2026-01-18 15:00:00,Other,1500
B026572,2026-04-17 15:30:00,Weather,450
B026588,2026-06-29 06:00:00,Price,650
B026609,2026-07-09 10:00:00,Price,400
B026617,2026-03-06 04:30:00,Personal,600
B026622,2026-06-22 04:00:00,Personal,1750
B026634,2026-05-14 01:00:00,Venue Issue,1750
B026657,2026-05-28 15:30:00,Venue Issue,1750
B026659,2026-08-07 19:00:00,Personal,2100
B026661,2026-07-04 13:00:00,Weather,728
B026669,2026-06-22 07:30:00,Personal,950
B026671,2026-06-11 16:30:00,Venue Issue,1500
B026675,2026-07-10 10:00:00,Personal,650
B026686,2026-03-24 04:30:00,Weather,450
B026712,2026-05-10 05:00:00,Personal,485
B026717,2026-08-09 14:30:00,Personal,2050
B026719,2026-06-03 20:00:00,Personal,1500
B026726,2026-08-19 17:00:00,Price,650
B026729,2026-05-20 12:00:00,Personal,300
B026744,2026-03-26 09:30:00,Weather,1455
B026754,2026-08-10 07:00:00,Weather,1200
B026756,2026-04-18 16:00:00,Personal,850
B026759,2026-05-10 03:30:00,Venue Issue,388
B026775,2026-04-03 12:30:00,Weather,1800
B026776,2026-06-15 20:00:00,Weather,450
B026781,2026-08-28 03:00:00,Personal,650
B026800,2026-02-13 23:30:00,Weather,750
B026829,2026-03-29 17:00:00,Weather,900
B026831,2026-03-21 14:30:00,Other,800
B026835,2026-07-10 09:30:00,Price,1450
B026871,2026-01-05 01:00:00,Weather,650
B026876,2026-07-09 00:30:00,Venue Issue,450
B026877,2026-06-03 18:30:00,Personal,690
B026886,2026-08-06 18:00:00,Personal,1100
B026912,2026-06-04 01:30:00,Personal,1750
B026920,2026-07-26 12:30:00,Weather,1104
B026928,2026-05-06 06:00:00,Other,1500
B026930,2026-07-13 03:30:00,Personal,600
B026932,2026-02-13 22:30:00,Personal,1800
B026951,2026-01-28 05:00:00,Other,1750
B026952,2026-02-13 17:30:00,Personal,750
B026966,2026-08-26 09:00:00,Personal,1455
B026994,2026-07-14 00:30:00,Price,630
B027028,2026-03-11 06:00:00,Price,2050
B027029,2026-04-13 01:00:00,Venue Issue,650
B027053,2026-02-05 07:30:00,Weather,550
B027093,2026-08-08 16:00:00,Personal,1100
B027101,2026-02-17 05:30:00,Price,850
B027104,2026-08-28 23:00:00,Venue Issue,291
B027114,2026-04-15 11:30:00,Venue Issue,922
B027124,2026-06-05 20:00:00,Weather,800
B027145,2026-06-13 11:30:00,Venue Issue,3000
B027181,2026-08-16 14:30:00,Venue Issue,700
B027182,2026-07-04 22:00:00,Price,1200
B027200,2026-06-19 09:30:00,Personal,650
B027205,2026-01-06 16:30:00,Personal,300
B027206,2026-03-14 10:00:00,Price,1100
B027227,2026-08-17 01:00:00,Weather,300
B027232,2026-04-20 02:00:00,Personal,550
B027242,2026-07-02 07:30:00,Weather,800
B027244,2026-06-29 07:30:00,Personal,750
B027253,2026-01-21 10:00:00,Personal,1500
B027265,2026-05-08 07:00:00,Personal,1702
B027284,2026-01-05 11:30:00,Weather,485
B027289,2026-08-16 16:30:00,Other,1800
B027291,2025-12-31 18:00:00,Price,700
B027316,2026-06-01 09:30:00,Price,500
B027317,2026-01-13 17:30:00,Price,1850
B027325,2026-07-17 15:30:00,Personal,1850
B027354,2026-08-05 10:00:00,Venue Issue,600
B027356,2026-07-20 02:00:00,Weather,650
B027371,2026-06-07 07:00:00,Other,600
B027380,2026-03-31 07:00:00,Personal,700
B027421,2026-05-11 11:00:00,Personal,1450
B027430,2026-08-25 18:30:00,Venue Issue,1200
B027433,2026-06-15 02:30:00,Personal,1750
B027440,2026-04-06 12:30:00,Venue Issue,550
B027449,2026-01-24 12:30:00,Personal,1750
B027460,2026-01-08 21:30:00,Venue Issue,1200
B027462,2026-03-05 07:30:00,Other,1067
B027463,2026-05-11 22:30:00,Personal,300
B027470,2026-07-13 17:30:00,Personal,1650
B027472,2026-03-27 16:00:00,Personal,400
B027478,2026-04-21 14:30:00,Personal,630
B027480,2026-04-29 01:00:00,Personal,630
B027492,2026-07-14 22:30:00,Personal,600
B027498,2026-04-07 21:30:00,Weather,750
B027500,2026-06-21 07:30:00,Weather,450
B027552,2026-03-12 17:30:00,Weather,650
B027564,2026-04-18 17:00:00,Price,450
B027565,2026-01-31 23:00:00,Weather,300
B027571,2026-07-14 13:00:00,Personal,552
B027576,2026-07-31 03:30:00,Price,534
B027577,2026-07-07 05:30:00,Weather,500
B027605,2026-04-04 12:30:00,Personal,650
B027628,2026-02-22 04:00:00,Personal,1800
B027630,2026-04-30 22:30:00,Personal,400
B027639,2026-02-27 15:30:00,Weather,1334
B027643,2026-01-05 01:00:00,Personal,291
B027648,2026-04-02 05:00:00,Weather,650
B027650,2026-06-10 21:00:00,Personal,679
B027676,2026-03-24 15:30:00,Personal,650
B027678,2026-08-08 01:30:00,Weather,1500
B027696,2026-07-21 07:30:00,Personal,1800
B027727,2026-07-20 12:00:00,Weather,650
B027744,2026-07-20 04:00:00,Price,1300
B027745,2026-02-03 00:00:00,Weather,2900
B027782,2026-03-20 17:30:00,Venue Issue,650
B027789,2026-03-07 20:00:00,Personal,1500
B027800,2026-06-05 18:30:00,Personal,800
